Position Data bat_01
 1280, 1275, 
 1281, 1270, 
 1283, 1257, 
 1283, 1235, 
 1277, 1207, 
 1262, 1177, 
 1237, 1147, 
 1205, 1121, 
 1167, 1097, 
 1126, 1076, 
 1084, 1059, 
 1041, 1043, 
 1000, 1030, 
 961, 1019, 
 926, 1010, 
 895, 1003, 
 867, 996, 
 838, 988, 
 807, 977, 
 777, 964, 
 747, 949, 
 720, 931, 
 696, 908, 
 679, 882, 
 678, 852, 
 697, 832, 
 722, 824, 
 745, 823, 
 765, 826, 
 781, 829, 
 793, 832, 
 800, 834, 
 803, 835, 
 803, 835, 
 803, 835, 
 803, 835, 
 803, 835, 
};

Position Data bat_02
 1280, 1275, 
 1283, 1271, 
 1291, 1258, 
 1302, 1238, 
 1316, 1211, 
 1329, 1177, 
 1336, 1136, 
 1328, 1092, 
 1299, 1055, 
 1256, 1032, 
 1209, 1018, 
 1162, 1010, 
 1117, 1004, 
 1076, 999, 
 1038, 995, 
 1007, 990, 
 980, 985, 
 953, 978, 
 928, 971, 
 903, 962, 
 881, 952, 
 861, 939, 
 846, 922, 
 843, 901, 
 852, 884, 
 865, 871, 
 878, 862, 
 890, 855, 
 900, 850, 
 909, 847, 
 916, 845, 
 920, 843, 
 921, 843, 
 921, 843, 
 921, 843, 
 921, 843, 
 921, 843, 
};

Position Data bat_03
 1280, 1275, 
 1289, 1277, 
 1313, 1279, 
 1344, 1264, 
 1365, 1228, 
 1367, 1183, 
 1356, 1141, 
 1339, 1106, 
 1288, 1069, 
 1188, 1047, 
 1074, 1040, 
 974, 1039, 
 915, 1040, 
 887, 1039, 
 859, 1035, 
 832, 1028, 
 806, 1017, 
 782, 1003, 
 762, 985, 
 746, 963, 
 735, 940, 
 729, 916, 
 728, 893, 
 733, 872, 
 743, 854, 
 756, 841, 
 772, 835, 
 786, 833, 
 798, 834, 
 808, 837, 
 815, 839, 
 819, 841, 
 821, 842, 
 821, 842, 
 821, 842, 
 821, 842, 
 821, 842, 
};

Position Data bat_04
 1280, 1275, 
 1285, 1276, 
 1299, 1277, 
 1321, 1276, 
 1350, 1271, 
 1384, 1257, 
 1418, 1231, 
 1425, 1185, 
 1382, 1152, 
 1324, 1132, 
 1259, 1114, 
 1189, 1096, 
 1116, 1078, 
 1043, 1062, 
 971, 1046, 
 903, 1031, 
 845, 1018, 
 803, 1008, 
 773, 999, 
 744, 988, 
 718, 971, 
 708, 943, 
 725, 917, 
 751, 899, 
 778, 885, 
 807, 874, 
 835, 865, 
 863, 858, 
 888, 853, 
 907, 852, 
 918, 852, 
 921, 853, 
 921, 853, 
 921, 853, 
 921, 853, 
 921, 853, 
 921, 853, 
};

Position Data bat_05
 1280, 1275, 
 1282, 1279, 
 1288, 1289, 
 1299, 1305, 
 1318, 1322, 
 1345, 1335, 
 1379, 1332, 
 1401, 1302, 
 1402, 1262, 
 1392, 1221, 
 1365, 1185, 
 1322, 1153, 
 1270, 1125, 
 1211, 1098, 
 1148, 1073, 
 1081, 1050, 
 1014, 1029, 
 949, 1009, 
 887, 992, 
 835, 979, 
 795, 969, 
 766, 957, 
 747, 933, 
 748, 902, 
 766, 875, 
 791, 855, 
 821, 842, 
 853, 836, 
 884, 837, 
 913, 843, 
 933, 850, 
 939, 853, 
 940, 853, 
 940, 853, 
 940, 853, 
 940, 853, 
 940, 853, 
};

Position Data bat_06
 1280, 1275, 
 1281, 1281, 
 1287, 1298, 
 1300, 1320, 
 1328, 1340, 
 1366, 1344, 
